event_id,city,source,station,collector_journal,first_seen_field,target_date,source_observation_ts_utc,source_first_seen_ts_utc,pit_lineage_class,source_first_seen_age_min,source_temp_c,source_delta_c,slope_30m_c_per_hour,slope_60m_c_per_hour,minutes_since_previous_source,source_running_max_c,source_running_max_lattice,source_running_max_margin_c,minutes_since_strict_high,new_source_high,warming_run_count,local_hour,local_hour_sin,local_hour_cos,source_wind_speed_kt,source_pressure_hpa,metar_available,metar_source,metar_observation_ts_utc,metar_available_at_utc,metar_age_min,source_to_metar_temp_gap_c,metar_dewpoint_c,metar_relative_humidity_pct,metar_wind_speed_kt,metar_wind_dir_sin,metar_wind_dir_cos,metar_ceiling_ft_agl,metar_cloud_layer_count,metar_precip_observed,winner_bracket,final_above_current_lattice,coverage_complete_30m,new_high_within_30m,coverage_complete_60m,new_high_within_60m,coverage_complete_120m,new_high_within_120m
Amsterdam|knmi|2026-07-27T15:50:00+00:00|20.1,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T15:50:00+00:00,2026-07-27T16:02:39.151821+00:00,collector_exact,12.6525,20.1,,,,,20.1,20,0.0,0.0,1,0,18.04416666666667,-0.9999331515000986,0.011562548641229234,,,1,aviationweather_metar,2026-07-27T15:25:00+00:00,2026-07-27T15:27:36.606713+00:00,37.65253035,-0.8999999999999986,13.0,60.23620878051111,16.0,-0.8660254037844386,0.5000000000000001,,1.0,0,21,1,1,1,1,1,1,1
Amsterdam|knmi|2026-07-27T16:00:00+00:00|20.3,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T16:00:00+00:00,2026-07-27T16:07:44.540969+00:00,collector_exact,7.7423,20.3,0.1999999999999993,2.3576476266930007,2.3576476266930007,5.089819133333333,20.3,20,0.0,0.0,1,1,18.128888888888888,-0.9994307579030923,0.033736629310743796,,,1,aviationweather_metar,2026-07-27T15:25:00+00:00,2026-07-27T15:27:36.606713+00:00,42.742349483333335,-0.6999999999999993,13.0,60.23620878051111,16.0,-0.8660254037844386,0.5000000000000001,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T16:10:00+00:00|20.1,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T16:10:00+00:00,2026-07-27T16:15:54.385150+00:00,collector_exact,5.9064,20.1,-0.1999999999999993,0.0,0.0,8.164069683333333,20.3,20,-0.1999999999999993,8.164069683333333,0,0,18.265,-0.997594392301337,0.06932119768819825,,,1,aviationweather_metar,2026-07-27T15:55:00+00:00,2026-07-27T16:07:51.247846+00:00,20.90641916666667,0.10000000000000142,12.0,60.000416407887755,14.0,-0.9396926207859085,0.34202014332566816,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T16:20:00+00:00|20.1,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T16:20:00+00:00,2026-07-27T16:26:00.101262+00:00,collector_exact,6.0017,20.1,0.0,0.0,0.0,10.095268533333332,20.3,20,-0.1999999999999993,18.259338216666666,0,0,18.433333333333334,-0.9935718556765876,0.11320321376790658,,,1,aviationweather_metar,2026-07-27T15:55:00+00:00,2026-07-27T16:07:51.247846+00:00,31.001687699999998,0.10000000000000142,12.0,60.000416407887755,14.0,-0.9396926207859085,0.34202014332566816,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T16:30:00+00:00|20.0,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T16:30:00+00:00,2026-07-27T16:34:31.243429+00:00,collector_exact,4.5207,20.0,-0.10000000000000142,-0.672184195199404,-0.18827549814757888,8.519036116666665,20.3,20,-0.3000000000000007,26.778374333333332,0,0,18.575277777777778,-0.9886801313196116,0.150038654798807,,,1,aviationweather_metar,2026-07-27T16:25:00+00:00,2026-07-27T16:28:47.082425+00:00,9.520723816666667,0.0,12.0,60.000416407887755,11.0,-0.8660254037844386,0.5000000000000001,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T16:40:00+00:00|20.1,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T16:40:00+00:00,2026-07-27T16:43:55.359051+00:00,collector_exact,3.9227,20.1,0.10000000000000142,0.0,0.0,9.401927033333333,20.3,20,-0.1999999999999993,36.18030136666666,0,1,18.731944444444444,-0.9816964986630603,0.19045205305453639,,,1,aviationweather_metar,2026-07-27T16:25:00+00:00,2026-07-27T16:28:47.082425+00:00,18.92265085,0.10000000000000142,12.0,60.000416407887755,11.0,-0.8660254037844386,0.5000000000000001,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T16:50:00+00:00|19.9,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T16:50:00+00:00,2026-07-27T16:53:53.588950+00:00,collector_exact,3.8931,19.9,-0.20000000000000284,-0.43023919755303885,-0.23418920920793052,9.970498316666667,20.3,20,-0.40000000000000213,46.15079968333334,0,0,18.898055555555555,-0.9724886307858509,0.23295034447766086,,,1,aviationweather_metar,2026-07-27T16:25:00+00:00,2026-07-27T16:28:47.082425+00:00,28.893149166666667,-0.10000000000000142,12.0,60.000416407887755,11.0,-0.8660254037844386,0.5000000000000001,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T17:00:00+00:00|19.7,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T17:00:00+00:00,2026-07-27T17:03:54.658017+00:00,collector_exact,3.911,19.7,-0.1999999999999993,-0.6124481488070816,-0.6409272939887533,10.017817783333333,20.3,20,-0.6000000000000014,56.16861746666667,0,0,19.065,-0.9613818739141858,0.27521790005239216,,,1,aviationweather_metar,2026-07-27T16:55:00+00:00,2026-07-27T16:57:42.326343+00:00,8.910966949999999,-0.3000000000000007,13.0,64.06828882011946,13.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T17:10:00+00:00|19.8,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T17:10:00+00:00,2026-07-27T17:13:53.311243+00:00,collector_exact,3.8885,19.8,0.10000000000000142,-0.6006833801284982,-0.31044062769056435,9.977553766666666,20.3,20,-0.5,66.14617123333333,0,1,19.231388888888887,-0.9484850576470925,0.31682186701708537,,,1,aviationweather_metar,2026-07-27T16:55:00+00:00,2026-07-27T16:57:42.326343+00:00,18.88852071666667,-0.1999999999999993,13.0,64.06828882011946,13.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T17:20:00+00:00|19.7,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T17:20:00+00:00,2026-07-27T17:23:54.796826+00:00,collector_exact,3.9133,19.7,-0.10000000000000142,0.0,-0.41442479592149034,10.024759716666667,20.3,20,-0.6000000000000014,76.17093095,0,0,19.398333333333333,-0.9337367051383023,0.3579605641372624,,,1,aviationweather_metar,2026-07-27T16:55:00+00:00,2026-07-27T16:57:42.326343+00:00,28.913280433333334,-0.3000000000000007,13.0,64.06828882011946,13.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T17:30:00+00:00|19.4,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T17:30:00+00:00,2026-07-27T17:33:54.952167+00:00,collector_exact,3.9159,19.4,-0.3000000000000007,-1.1983613167955052,-0.6061101394083697,10.002589016666667,20.3,20,-0.9000000000000021,86.17351996666666,0,0,19.565,-0.917233974185507,0.39834888803643065,,,1,aviationweather_metar,2026-07-27T17:25:00+00:00,2026-07-27T17:30:32.089467+00:00,8.91586945,-0.6000000000000014,12.0,60.000416407887755,11.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T17:40:00+00:00|19.4,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T17:40:00+00:00,2026-07-27T17:43:53.735775+00:00,collector_exact,3.8956,19.4,0.0,-0.9007964925159858,-0.7003157793880868,9.9797268,20.3,20,-0.9000000000000021,96.15324676666667,0,0,19.731388888888887,-0.8990170845802645,0.43791355497723694,,,1,aviationweather_metar,2026-07-27T17:25:00+00:00,2026-07-27T17:30:32.089467+00:00,18.89559625,-0.6000000000000014,12.0,60.000416407887755,11.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T17:50:00+00:00|19.3,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T17:50:00+00:00,2026-07-27T17:53:55.085955+00:00,collector_exact,3.9181,19.3,-0.09999999999999787,-0.2999665567285839,-0.4799315396855883,10.022503,20.3,20,-1.0,106.17574976666667,0,0,19.898611111111112,-0.8789905543841499,0.4768391818039336,,,1,aviationweather_metar,2026-07-27T17:25:00+00:00,2026-07-27T17:30:32.089467+00:00,28.91809925,-0.6999999999999993,12.0,60.000416407887755,11.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T18:00:00+00:00|19.2,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T18:00:00+00:00,2026-07-27T18:03:55.849846+00:00,collector_exact,3.9308,19.2,-0.10000000000000142,-0.5989448234318169,-0.7193912504045181,10.012731516666665,20.3,20,-1.1000000000000014,116.18848128333335,0,0,20.06527777777778,-0.8573545171626601,0.5147263660439224,,,1,aviationweather_metar,2026-07-27T17:25:00+00:00,2026-07-27T17:30:32.089467+00:00,38.930830766666666,-0.8000000000000007,12.0,60.000416407887755,11.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T18:10:00+00:00|19.1,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T18:10:00+00:00,2026-07-27T18:13:56.189693+00:00,collector_exact,3.9365,19.1,-0.09999999999999787,-0.5994486381325352,-0.7196658670542487,10.005664116666667,20.3,20,-1.1999999999999993,126.1941454,0,0,20.23222222222222,-0.8340463387458379,0.5516943944111296,,,1,aviationweather_metar,2026-07-27T17:55:00+00:00,2026-07-27T18:04:26.437093+00:00,18.936494883333335,0.10000000000000142,12.0,63.847544203512655,11.0,-0.9848077530122081,0.17364817766692997,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T18:20:00+00:00|19.0,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T18:20:00+00:00,2026-07-27T18:23:55.909241+00:00,collector_exact,3.9318,19.0,-0.10000000000000142,-0.5999703039698276,-0.47984691699725224,9.9953258,20.3,20,-1.3000000000000007,136.18947119999999,0,0,20.398611111111112,-0.80923066563809,0.5874910465623573,,,1,aviationweather_metar,2026-07-27T17:55:00+00:00,2026-07-27T18:04:26.437093+00:00,28.931820683333335,0.0,12.0,63.847544203512655,11.0,-0.9848077530122081,0.17364817766692997,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T18:30:00+00:00|18.8,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T18:30:00+00:00,2026-07-27T18:33:56.138214+00:00,collector_exact,3.9356,18.8,-0.1999999999999993,-0.9000386109063779,-0.7194238760075802,10.003816216666667,20.3,20,-1.5,146.1932874166667,0,0,20.565555555555555,-0.7827892059068143,0.6222869588186619,,,1,aviationweather_metar,2026-07-27T17:55:00+00:00,2026-07-27T18:04:26.437093+00:00,38.9356369,-0.1999999999999993,12.0,63.847544203512655,11.0,-0.9848077530122081,0.17364817766692997,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T18:40:00+00:00|18.7,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T18:40:00+00:00,2026-07-27T18:43:55.914048+00:00,collector_exact,3.9319,18.7,-0.10000000000000142,-0.8001225276523013,-0.7198013125239044,9.9962639,20.3,20,-1.6000000000000014,156.1895513166667,0,0,20.731944444444444,-0.7549480801211775,0.6557845654796612,,,1,aviationweather_metar,2026-07-27T18:25:00+00:00,2026-07-27T18:34:39.642529+00:00,18.9319008,-0.3000000000000007,11.0,59.762815682936235,9.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T18:50:00+00:00|18.6,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T18:50:00+00:00,2026-07-27T18:53:52.451197+00:00,collector_exact,3.8742,18.6,-0.09999999999999787,-0.8015398667371811,-0.7005126892811618,9.942285816666667,20.3,20,-1.6999999999999993,166.13183713333333,0,0,20.897777777777776,-0.7257747166921187,0.6879324535232182,,,1,aviationweather_metar,2026-07-27T18:25:00+00:00,2026-07-27T18:34:39.642529+00:00,28.87418661666667,-0.3999999999999986,11.0,59.762815682936235,9.0,-1.0,-1.8369701987210297e-16,,1.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T19:00:00+00:00|18.3,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T19:00:00+00:00,2026-07-27T19:03:54.807116+00:00,collector_exact,3.9135,18.3,-0.3000000000000007,-1.0007400461521962,-0.900260758027837,10.039265316666667,20.3,20,-2.0,176.17110245,0,0,21.065,-0.6949721755213774,0.7190366299786707,,,1,aviationweather_metar,2026-07-27T18:55:00+00:00,2026-07-27T18:57:35.459450+00:00,8.913451933333333,-0.6999999999999993,11.0,59.762815682936235,9.0,-1.0,-1.8369701987210297e-16,,0.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T19:10:00+00:00|18.0,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T19:10:00+00:00,2026-07-27T19:13:54.808410+00:00,collector_exact,3.9135,18.0,-0.3000000000000007,-1.4008604692041375,-1.1004222206961876,10.000021566666668,20.3,20,-2.3000000000000007,186.17112401666665,0,0,21.231666666666666,-0.6629467787106021,0.7486665269645999,,,1,aviationweather_metar,2026-07-27T18:55:00+00:00,2026-07-27T18:57:35.459450+00:00,18.913473500000002,-1.0,11.0,59.762815682936235,9.0,-1.0,-1.8369701987210297e-16,,0.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T19:20:00+00:00|17.9,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T19:20:00+00:00,2026-07-27T19:23:54.226955+00:00,collector_exact,3.9038,17.9,-0.10000000000000142,-1.2005804416246675,-1.1005142721535692,9.990309083333333,20.3,20,-2.400000000000002,196.1614331,0,0,21.398333333333333,-0.6296594250271181,0.7768712946650295,,,1,aviationweather_metar,2026-07-27T18:55:00+00:00,2026-07-27T18:57:35.459450+00:00,28.903782583333335,-1.1000000000000014,11.0,59.762815682936235,9.0,-1.0,-1.8369701987210297e-16,,0.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T19:30:00+00:00|18.1,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T19:30:00+00:00,2026-07-27T19:33:54.023764+00:00,collector_exact,3.9004,18.1,0.20000000000000284,-0.40017415401327333,-0.7004113846812046,9.996613483333334,20.3,20,-2.1999999999999993,206.15804658333334,0,1,21.565,-0.5951734788405936,0.8035972437015856,,,1,aviationweather_metar,2026-07-27T19:25:00+00:00,2026-07-27T19:29:08.770422+00:00,8.900396066666667,0.10000000000000142,11.0,63.62499650833061,8.0,-1.0,-1.8369701987210297e-16,,0.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T19:40:00+00:00|18.2,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T19:40:00+00:00,2026-07-27T19:43:53.484271+00:00,collector_exact,3.8914,18.2,0.09999999999999787,0.4002944697326971,-0.5003376969523021,9.99100845,20.3,20,-2.1000000000000014,216.14905503333333,0,2,21.731388888888887,-0.5596148561941137,0.8287528055619731,,,1,aviationweather_metar,2026-07-27T19:25:00+00:00,2026-07-27T19:29:08.770422+00:00,18.891404516666668,0.1999999999999993,11.0,63.62499650833061,8.0,-1.0,-1.8369701987210297e-16,,0.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T19:50:00+00:00|18.3,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T19:50:00+00:00,2026-07-27T19:53:53.527204+00:00,collector_exact,3.8921,18.3,0.10000000000000142,0.8003111213930632,0.0,10.000715549999999,20.3,20,-2.0,226.14977058333335,0,3,21.898055555555555,-0.522932537195599,0.8523740737153925,,,1,aviationweather_metar,2026-07-27T19:25:00+00:00,2026-07-27T19:29:08.770422+00:00,28.892120066666667,0.3000000000000007,11.0,63.62499650833061,8.0,-1.0,-1.8369701987210297e-16,,0.0,0,21,1,1,0,1,0,1,0
Amsterdam|knmi|2026-07-27T20:00:00+00:00|17.9,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T20:00:00+00:00,2026-07-27T20:03:53.691926+00:00,collector_exact,3.8949,17.9,-0.40000000000000213,-0.40007375537491463,-0.40012394839611654,10.002745366666666,20.3,20,-2.400000000000002,236.15251595,0,0,22.064722222222223,-0.48525478639099073,0.874372799373719,,,1,aviationweather_metar,2026-07-27T19:55:00+00:00,2026-07-27T19:58:01.586783+00:00,8.894865433333333,-0.10000000000000142,12.0,67.9737012152502,7.0,-0.984807753012208,-0.17364817766693033,,0.0,0,21,1,1,0,1,0,0,
Amsterdam|knmi|2026-07-27T20:10:00+00:00|17.8,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T20:10:00+00:00,2026-07-27T20:13:53.408140+00:00,collector_exact,3.8901,17.8,-0.09999999999999787,-0.8000338374311513,-0.2000778230481325,9.995270233333335,20.3,20,-2.5,246.14778618333332,0,0,22.231388888888887,-0.44665332552040893,0.8947071067123361,,,1,aviationweather_metar,2026-07-27T19:55:00+00:00,2026-07-27T19:58:01.586783+00:00,18.890135666666666,-0.1999999999999993,12.0,67.9737012152502,7.0,-0.984807753012208,-0.17364817766693033,,0.0,0,21,1,1,0,1,0,0,
Amsterdam|knmi|2026-07-27T20:20:00+00:00|18.1,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T20:20:00+00:00,2026-07-27T20:23:52.748082+00:00,collector_exact,3.8791,18.1,0.3000000000000007,-0.4001732131967832,0.20008219337599298,9.988999033333332,20.3,20,-2.1999999999999993,256.1367852166667,0,1,22.397777777777776,-0.4072680534164239,0.9133086732679138,,,1,aviationweather_metar,2026-07-27T19:55:00+00:00,2026-07-27T19:58:01.586783+00:00,28.8791347,0.10000000000000142,12.0,67.9737012152502,7.0,-0.984807753012208,-0.17364817766693033,,0.0,0,21,1,1,0,1,0,0,
Amsterdam|knmi|2026-07-27T20:30:00+00:00|17.7,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T20:30:00+00:00,2026-07-27T20:33:53.713169+00:00,collector_exact,3.8952,17.7,-0.40000000000000213,-0.2999237621289722,-0.4000345135332607,10.016084783333334,20.3,20,-2.6000000000000014,266.15287,0,0,22.564722222222223,-0.36697481234135526,0.9302308783882779,,,1,aviationweather_metar,2026-07-27T20:25:00+00:00,2026-07-27T20:28:33.082278+00:00,8.895219483333333,-0.3000000000000007,12.0,67.9737012152502,7.0,-0.9396926207859082,-0.3420201433256694,,0.0,0,21,1,1,0,1,0,0,
Amsterdam|knmi|2026-07-27T20:40:00+00:00|17.4,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T20:40:00+00:00,2026-07-27T20:43:53.803341+00:00,collector_exact,3.8967,17.4,-0.3000000000000007,-2.0981549192817033,-1.0799005998293576,10.001502866666668,20.3,20,-2.900000000000002,276.1543728666667,0,0,22.731388888888887,-0.3260494326113528,0.9453527212071772,,,1,aviationweather_metar,2026-07-27T20:25:00+00:00,2026-07-27T20:28:33.082278+00:00,18.89672235,-0.6000000000000014,12.0,67.9737012152502,7.0,-0.9396926207859082,-0.3420201433256694,,0.0,0,21,1,1,0,1,0,0,
Amsterdam|knmi|2026-07-27T20:50:00+00:00|16.9,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T20:50:00+00:00,2026-07-27T20:53:54.564164+00:00,collector_exact,3.9094,16.9,-0.5,-2.3982992161321417,-1.1996512062103992,10.012680383333333,20.3,20,-3.400000000000002,286.16705325000004,0,0,22.898333333333333,-0.28443368168705546,0.9586957185269719,,,1,aviationweather_metar,2026-07-27T20:25:00+00:00,2026-07-27T20:28:33.082278+00:00,28.90940273333333,-1.1000000000000014,12.0,67.9737012152502,7.0,-0.9396926207859082,-0.3420201433256694,,0.0,0,21,1,1,0,0,,0,
Amsterdam|knmi|2026-07-27T21:00:00+00:00|15.7,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T21:00:00+00:00,2026-07-27T21:03:52.988939+00:00,collector_exact,3.8831,15.7,-1.1999999999999993,-4.001610047802734,-2.200429687073451,9.97374625,20.3,20,-4.600000000000001,296.1407995,0,0,23.064444444444444,-0.24248634979830772,0.9701548176252555,,,1,aviationweather_metar,2026-07-27T20:55:00+00:00,2026-07-27T20:59:23.632796+00:00,8.883148983333333,-1.3000000000000007,11.0,67.76940390278297,6.0,-0.8660254037844384,-0.5000000000000004,,0.0,0,21,1,1,0,0,,0,
Amsterdam|knmi|2026-07-27T21:10:00+00:00|15.8,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T21:10:00+00:00,2026-07-27T21:13:53.085568+00:00,collector_exact,3.8848,15.8,0.10000000000000142,-3.2012765499294806,-2.0001792227256203,10.001610483333334,20.3,20,-4.5,306.1424099833333,0,1,23.231388888888887,-0.19986674351233463,0.9798230885408726,,,1,aviationweather_metar,2026-07-27T20:55:00+00:00,2026-07-27T20:59:23.632796+00:00,18.884759466666665,-1.1999999999999993,11.0,67.76940390278297,6.0,-0.8660254037844384,-0.5000000000000004,,0.0,0,21,1,1,0,0,,0,
Amsterdam|knmi|2026-07-27T21:20:00+00:00|15.2,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T21:20:00+00:00,2026-07-27T21:23:53.545188+00:00,collector_exact,3.8924,15.2,-0.6000000000000014,-3.401925822648365,-3.000167990406399,10.007660333333332,20.3,20,-5.100000000000001,316.15007031666664,0,0,23.398055555555555,-0.15693723181079103,0.9876085789783147,,,1,aviationweather_metar,2026-07-27T20:55:00+00:00,2026-07-27T20:59:23.632796+00:00,28.892419800000003,-1.8000000000000007,11.0,67.76940390278297,6.0,-0.8660254037844384,-0.5000000000000004,,0.0,0,21,1,1,0,0,,0,
Amsterdam|knmi|2026-07-27T21:30:00+00:00|15.1,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T21:30:00+00:00,2026-07-27T21:33:55.004434+00:00,collector_exact,3.9167,15.1,-0.09999999999999964,-2.096647345578819,-2.758895436667761,10.024320766666667,20.3,20,-5.200000000000001,326.1743910833333,0,0,23.56527777777778,-0.113564479198108,0.9935306281461395,,,1,aviationweather_metar,2026-07-27T21:25:00+00:00,2026-07-27T21:29:23.788198+00:00,8.916740566666666,0.09999999999999964,11.0,76.99857740749144,6.0,-0.5000000000000001,-0.8660254037844386,,0.0,0,21,1,0,,0,,0,
Amsterdam|knmi|2026-07-27T21:40:00+00:00|15.3,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T21:40:00+00:00,2026-07-27T21:43:53.889527+00:00,collector_exact,3.8982,15.3,0.20000000000000107,0.29991393994486537,-1.9204318647973213,9.981418216666667,20.3,20,-5.0,336.15580930000004,0,1,23.731388888888887,-0.07026427901829199,0.9975284111713508,,,1,aviationweather_metar,2026-07-27T21:25:00+00:00,2026-07-27T21:29:23.788198+00:00,18.898158783333333,0.3000000000000007,11.0,76.99857740749144,6.0,-0.5000000000000001,-0.8660254037844386,,0.0,0,21,1,0,,0,,0,
Amsterdam|knmi|2026-07-27T21:50:00+00:00|15.6,Amsterdam,knmi,0-20000-0-06240,knmi_open_data,knmi_first_seen_at_utc,2026-07-27,2026-07-27T21:50:00+00:00,2026-07-27T21:53:54.253597+00:00,collector_exact,3.9042,15.6,0.29999999999999893,1.5009391338637108,-1.3001121588702333,10.006067833333333,20.3,20,-4.700000000000001,346.16187713333335,0,2,23.898333333333333,-0.0266131285949844,0.9996458079671954,,,1,aviationweather_metar,2026-07-27T21:25:00+00:00,2026-07-27T21:29:23.788198+00:00,28.904226616666666,0.5999999999999996,11.0,76.99857740749144,6.0,-0.5000000000000001,-0.8660254037844386,,0.0,0,21,1,0,,0,,0,
Helsinki|fmi|2026-07-21T14:20:00+00:00|12.9,Helsinki,fmi,100968,high_frequency_observations,source_first_seen_at_utc,2026-07-21,2026-07-21T14:20:00+00:00,2026-07-21T14:22:35.497613+00:00,collector_exact,2.5916,12.9,,,,,12.9,13,0.0,0.0,1,0,17.37638888888889,-0.9867024973258918,-0.1625367089947641,4.082,,1,aviationweather_metar,2026-07-21T13:50:00+00:00,2026-07-21T13:52:53.956015+00:00,32.59162688333333,0.9000000000000004,11.0,93.60237175676416,4.0,-0.17364817766693127,0.9848077530122079,,2.0,0,14,1,1,0,1,0,1,0
Helsinki|fmi|2026-07-21T14:30:00+00:00|12.9,Helsinki,fmi,100968,high_frequency_observations,source_first_seen_at_utc,2026-07-21,2026-07-21T14:30:00+00:00,2026-07-21T14:33:18.617912+00:00,collector_exact,3.3103,12.9,0.0,0.0,0.0,10.718671650000001,12.9,13,0.0,10.718671650000001,0,0,17.555,-0.9932214622066122,-0.11623737356013819,4.276,,1,aviationweather_metar,2026-07-21T14:20:00+00:00,2026-07-21T14:24:23.476614+00:00,13.310298533333334,-0.09999999999999964,11.0,87.65929893866783,4.0,0.17364817766693033,0.984807753012208,,2.0,0,14,1,1,0,1,0,1,0
